model_name,notebook,spatial_resolution,temporal_resolution,unit_id,median_demand,rmse,mae,r2,skill,relative_mae,last_run_at
"LinearSVR, demand-tiered",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,77,27.0,12.47,9.63,0.7065,-0.5812807881773401,0.3439285714285715,2026-07-17T19:23:07
"LinearSVR (per area, default)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,1,13.0,4.91,3.85,0.6983,0.0128205128205127,0.275,2026-07-17T19:23:07
"LinearSVR (per area, default)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,2,16.0,7.27,5.7,0.4345,0.0484140233722871,0.3352941176470588,2026-07-17T19:23:07
"LinearSVR (per area, default)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,3,41.0,24.12,16.58,0.6674,-0.0850785340314135,0.3947619047619047,2026-07-17T19:23:07
"LinearSVR (per area, default)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,6,86.0,60.9,40.81,0.4135,-0.1978280011740534,0.469080459770115,2026-07-17T19:23:07
"LinearSVR (per area, default)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,7,56.0,48.06,32.11,0.3218,-0.1318293972506168,0.5633333333333334,2026-07-17T19:23:07
"LinearSVR (per area, default)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,8,553.0,238.08,179.98,0.7453,-0.078693437219059,0.3248736462093862,2026-07-17T19:23:07
"LinearSVR (per area, default)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,22,10.0,8.07,4.92,0.3209,-0.1207289293849658,0.4472727272727272,2026-07-17T19:23:07
"LinearSVR (per area, default)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,24,24.0,29.6,19.85,0.0843,-0.0966850828729282,0.794,2026-07-17T19:23:07
"LinearSVR (per area, default)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,28,221.0,118.6,94.38,0.7688,-0.2025993883792047,0.4251351351351351,2026-07-17T19:23:07
"LinearSVR (per area, default)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,32,347.0,133.82,96.69,0.8731,-0.1498394577238673,0.2778448275862069,2026-07-17T19:23:07
"LinearSVR (per area, default)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,33,61.0,85.75,42.46,0.3581,-0.2411575562700965,0.6848387096774193,2026-07-17T19:23:07
"LinearSVR (per area, default)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,35,14.0,6.27,4.49,0.8354,0.0153508771929823,0.2993333333333333,2026-07-17T19:23:07
"LinearSVR (per area, default)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,38,12.0,5.1,3.76,0.8022,0.0284237726098192,0.2892307692307692,2026-07-17T19:23:07
"LinearSVR (per area, default)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,41,13.0,7.41,4.96,0.8487,-0.117117117117117,0.3542857142857142,2026-07-17T19:23:07
"LinearSVR (per area, default)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,43,15.0,7.13,5.5,0.198,0.003623188405797,0.34375,2026-07-17T19:23:07
"LinearSVR (per area, default)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,44,13.0,7.16,5.62,-0.1145,0.0360205831903944,0.4014285714285714,2026-07-17T19:23:07
"LinearSVR (per area, default)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,56,72.0,30.79,23.25,0.3182,0.1974456334138764,0.3184931506849315,2026-07-17T19:23:07
"LinearSVR (per area, default)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,69,10.0,5.69,4.4,0.0953,0.1038696537678207,0.4,2026-07-17T19:23:07
"LinearSVR (per area, default)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,76,553.5,152.9,109.38,0.8135,-0.1203523507118713,0.197258791704238,2026-07-17T19:23:07
"LinearSVR (per area, default)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,77,27.0,9.3,7.08,0.8365,-0.1625615763546799,0.2528571428571428,2026-07-17T19:23:07
"RBF (per area, default)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,1,13.0,7.46,4.81,0.3053,-0.2333333333333331,0.3435714285714285,2026-07-17T19:23:07
"RBF (per area, default)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,2,16.0,9.55,6.41,0.0226,-0.0701168614357261,0.3770588235294118,2026-07-17T19:23:07
"RBF (per area, default)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,3,41.0,24.4,16.34,0.6595,-0.0693717277486911,0.389047619047619,2026-07-17T19:23:07
"RBF (per area, default)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,6,86.0,57.14,37.03,0.4836,-0.0868799530378632,0.4256321839080459,2026-07-17T19:23:07
"RBF (per area, default)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,7,56.0,45.51,30.13,0.3919,-0.062037363412055,0.5285964912280702,2026-07-17T19:23:07
"RBF (per area, default)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,8,553.0,235.7,172.2,0.7504,-0.0320647287983217,0.3108303249097472,2026-07-17T19:23:07
"RBF (per area, default)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,22,10.0,7.74,4.95,0.375,-0.1275626423690206,0.45,2026-07-17T19:23:07
"RBF (per area, default)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,24,24.0,28.44,18.8,0.1543,-0.0386740331491712,0.752,2026-07-17T19:23:07
"RBF (per area, default)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,28,221.0,116.87,83.31,0.7755,-0.0615443425076451,0.3752702702702702,2026-07-17T19:23:07
"RBF (per area, default)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,32,347.0,136.42,94.49,0.8681,-0.1236770127244617,0.2715229885057471,2026-07-17T19:23:07
"RBF (per area, default)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,33,61.0,99.28,48.9,0.1396,-0.4294066062554809,0.7887096774193548,2026-07-17T19:23:07
"RBF (per area, default)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,35,14.0,7.92,5.51,0.7374,-0.2083333333333334,0.3673333333333333,2026-07-17T19:23:07
"RBF (per area, default)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,38,12.0,6.99,4.52,0.6274,-0.1679586563307491,0.3476923076923076,2026-07-17T19:23:07
"RBF (per area, default)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,41,13.0,8.99,5.6,0.7774,-0.261261261261261,0.3999999999999999,2026-07-17T19:23:07
"RBF (per area, default)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,43,15.0,8.39,6.22,-0.1097,-0.1268115942028986,0.38875,2026-07-17T19:23:07
"RBF (per area, default)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,44,13.0,8.38,6.21,-0.525,-0.065180102915952,0.4435714285714285,2026-07-17T19:23:07
"RBF (per area, default)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,56,72.0,42.45,30.23,-0.2956,-0.0434932688988609,0.4141095890410959,2026-07-17T19:23:07
"RBF (per area, default)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,69,10.0,7.81,5.24,-0.7013,-0.0672097759674135,0.4763636363636364,2026-07-17T19:23:07
"RBF (per area, default)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,76,553.5,180.48,124.14,0.7401,-0.271535388712486,0.2238773669972948,2026-07-17T19:23:07
"RBF (per area, default)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,77,27.0,10.84,7.36,0.778,-0.2085385878489327,0.2628571428571428,2026-07-17T19:23:07
"LinearSVR (per area, tuned)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,1,13.0,5.1,3.95,0.6752,-0.0128205128205129,0.2821428571428571,2026-07-17T19:23:07
"LinearSVR (per area, tuned)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,2,16.0,7.17,5.59,0.4488,0.0667779632721202,0.3288235294117647,2026-07-17T19:23:07
"LinearSVR (per area, tuned)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,3,41.0,24.93,17.13,0.6447,-0.1210732984293192,0.4078571428571428,2026-07-17T19:23:07
"LinearSVR (per area, tuned)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,6,86.0,61.06,40.81,0.4105,-0.1978280011740534,0.469080459770115,2026-07-17T19:23:07
"LinearSVR (per area, tuned)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,7,56.0,48.12,32.13,0.3201,-0.1325343672893901,0.5636842105263158,2026-07-17T19:23:07
"LinearSVR (per area, tuned)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,8,553.0,245.67,185.19,0.7288,-0.1099190890020977,0.3342779783393502,2026-07-17T19:23:07
"LinearSVR (per area, tuned)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,22,10.0,8.06,4.93,0.3219,-0.1230068337129841,0.4481818181818182,2026-07-17T19:23:07
"LinearSVR (per area, tuned)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,24,24.0,29.83,20.03,0.07,-0.1066298342541436,0.8012,2026-07-17T19:23:07
"LinearSVR (per area, tuned)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,28,221.0,116.45,92.92,0.7771,-0.1839959225280325,0.4185585585585585,2026-07-17T19:23:07
"LinearSVR (per area, tuned)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,32,347.0,132.0,94.59,0.8765,-0.1248662147698893,0.2718103448275862,2026-07-17T19:23:07
"LinearSVR (per area, tuned)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,33,61.0,85.66,42.44,0.3594,-0.2405729318912597,0.684516129032258,2026-07-17T19:23:07
"LinearSVR (per area, tuned)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,35,14.0,6.27,4.5,0.8357,0.013157894736842,0.3,2026-07-17T19:23:07
"LinearSVR (per area, tuned)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,38,12.0,5.1,3.76,0.8022,0.0284237726098192,0.2892307692307692,2026-07-17T19:23:07
"LinearSVR (per area, tuned)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,41,13.0,7.48,5.04,0.8461,-0.1351351351351351,0.36,2026-07-17T19:23:07
"LinearSVR (per area, tuned)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,43,15.0,7.3,5.6,0.1597,-0.0144927536231884,0.35,2026-07-17T19:23:07
"LinearSVR (per area, tuned)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,44,13.0,7.21,5.73,-0.1311,0.0171526586620925,0.4092857142857143,2026-07-17T19:23:07
"LinearSVR (per area, tuned)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,56,72.0,31.38,23.66,0.2918,0.1832930617880566,0.3241095890410959,2026-07-17T19:23:07
"LinearSVR (per area, tuned)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,69,10.0,5.97,4.55,0.0063,0.0733197556008147,0.4136363636363636,2026-07-17T19:23:07
"LinearSVR (per area, tuned)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,76,553.5,160.66,112.96,0.7941,-0.1570214073542968,0.2037150586113615,2026-07-17T19:23:07
"LinearSVR (per area, tuned)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,77,27.0,9.3,7.08,0.8365,-0.1625615763546799,0.2528571428571428,2026-07-17T19:23:07
"RBF (per area, tuned)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,1,13.0,4.99,3.81,0.6887,0.0230769230769229,0.2721428571428571,2026-07-17T19:23:07
"RBF (per area, tuned)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,2,16.0,7.2,5.66,0.4445,0.0550918196994991,0.3329411764705882,2026-07-17T19:23:07
"RBF (per area, tuned)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,3,41.0,22.73,15.37,0.7047,-0.005890052356021,0.3659523809523809,2026-07-17T19:23:07
"RBF (per area, tuned)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,6,86.0,54.17,34.67,0.5359,-0.0176108012914588,0.3985057471264368,2026-07-17T19:23:07
"RBF (per area, tuned)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,7,56.0,43.82,28.36,0.4362,0.0003524850193867,0.4975438596491228,2026-07-17T19:23:07
"RBF (per area, tuned)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,8,553.0,223.3,163.01,0.7759,0.0230146838477675,0.2942418772563177,2026-07-17T19:23:07
"RBF (per area, tuned)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,22,10.0,7.42,4.43,0.4247,-0.0091116173120728,0.4027272727272727,2026-07-17T19:23:07
"RBF (per area, tuned)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,24,24.0,27.41,18.18,0.2144,-0.0044198895027622,0.7272,2026-07-17T19:23:07
"RBF (per area, tuned)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,28,221.0,98.87,73.8,0.8393,0.0596330275229358,0.3324324324324324,2026-07-17T19:23:07
"RBF (per area, tuned)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,32,347.0,117.31,81.9,0.9025,0.0260435247948626,0.2353448275862069,2026-07-17T19:23:07
"RBF (per area, tuned)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,33,61.0,78.71,38.87,0.4592,-0.1362174802689271,0.6269354838709676,2026-07-17T19:23:07
"RBF (per area, tuned)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,35,14.0,6.67,4.67,0.8138,-0.0241228070175438,0.3113333333333333,2026-07-17T19:23:07
"RBF (per area, tuned)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,38,12.0,5.47,3.92,0.7724,-0.0129198966408268,0.3015384615384615,2026-07-17T19:23:07
"RBF (per area, tuned)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,41,13.0,6.46,4.29,0.8851,0.0337837837837838,0.3064285714285714,2026-07-17T19:23:07
"RBF (per area, tuned)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,43,15.0,7.38,5.64,0.1406,-0.0217391304347827,0.3525,2026-07-17T19:23:07
"RBF (per area, tuned)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,44,13.0,7.07,5.5,-0.0872,0.0566037735849056,0.3928571428571428,2026-07-17T19:23:07
"RBF (per area, tuned)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,56,72.0,33.7,25.97,0.1837,0.103555402140145,0.3557534246575342,2026-07-17T19:23:07
"RBF (per area, tuned)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,69,10.0,6.2,4.75,-0.0737,0.0325865580448065,0.4318181818181818,2026-07-17T19:23:07
"RBF (per area, tuned)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,76,553.5,138.46,99.03,0.847,-0.0143398545529038,0.1785933273219116,2026-07-17T19:23:07
"RBF (per area, tuned)",03.01_prediction_svm_CA_4h.ipynb,community_area,4h,77,27.0,8.55,6.21,0.8618,-0.0197044334975369,0.2217857142857142,2026-07-17T19:23:07
Profile baseline (tract),03.03_prediction_svm_tract.ipynb,census_tract,4h,17031590500,0.0,0.0,0.0,1.0,0.0,,2026-07-18T14:51:15
Profile baseline (tract),03.03_prediction_svm_tract.ipynb,census_tract,4h,17031061500,0.0,1.25,0.15,0.0085,0.0,,2026-07-18T14:51:15
Profile baseline (tract),03.03_prediction_svm_tract.ipynb,census_tract,4h,17031590600,0.0,0.0,0.0,1.0,0.0,,2026-07-18T14:51:15
Profile baseline (tract),03.03_prediction_svm_tract.ipynb,census_tract,4h,17031560700,0.0,0.0,0.0,1.0,0.0,,2026-07-18T14:51:15
Profile baseline (tract),03.03_prediction_svm_tract.ipynb,census_tract,4h,17031560500,0.0,0.0,0.0,1.0,0.0,,2026-07-18T14:51:15
Profile baseline (tract),03.03_prediction_svm_tract.ipynb,census_tract,4h,17031560800,0.0,0.07,0.0,-0.003,0.0,,2026-07-18T14:51:15
Profile baseline (tract),03.03_prediction_svm_tract.ipynb,census_tract,4h,17031062300,0.0,0.89,0.07,-0.0132,0.0,,2026-07-18T14:51:15
Profile baseline (tract),03.03_prediction_svm_tract.ipynb,census_tract,4h,17031283500,0.0,10.48,5.77,0.1733,0.0,,2026-07-18T14:51:15
Profile baseline (tract),03.03_prediction_svm_tract.ipynb,census_tract,4h,17031060700,0.0,7.57,2.38,0.0508,0.0,,2026-07-18T14:51:15
Profile baseline (tract),03.03_prediction_svm_tract.ipynb,census_tract,4h,17031411000,0.0,27.56,14.34,-0.1241,0.0,,2026-07-18T14:51:15
Profile baseline (tract),03.03_prediction_svm_tract.ipynb,census_tract,4h,17031280900,0.0,0.0,0.0,0.0,0.0,,2026-07-18T14:51:15
Profile baseline (tract),03.03_prediction_svm_tract.ipynb,census_tract,4h,17031411400,0.0,6.58,2.37,0.1858,0.0,,2026-07-18T14:51:15
Profile baseline (tract),03.03_prediction_svm_tract.ipynb,census_tract,4h,17031281100,0.0,0.0,0.0,1.0,0.0,,2026-07-18T14:51:15
Profile baseline (tract),03.03_prediction_svm_tract.ipynb,census_tract,4h,17031410400,0.0,0.26,0.02,-0.0132,0.0,,2026-07-18T14:51:15
Profile baseline (tract),03.03_prediction_svm_tract.ipynb,census_tract,4h,17031410500,0.0,1.06,0.09,0.0133,0.0,,2026-07-18T14:51:15
Profile baseline (tract),03.03_prediction_svm_tract.ipynb,census_tract,4h,17031330200,0.0,1.33,0.46,-0.0097,0.0,,2026-07-18T14:51:15
Profile baseline (tract),03.03_prediction_svm_tract.ipynb,census_tract,4h,17031330400,1.5761182126044844,56.83,27.81,0.1696,0.0,,2026-07-18T14:51:15
Profile baseline (tract),03.03_prediction_svm_tract.ipynb,census_tract,4h,17031320500,1.4104740906698852,22.88,15.86,-0.2621,0.0,,2026-07-18T14:51:15
Profile baseline (tract),03.03_prediction_svm_tract.ipynb,census_tract,4h,17031284300,0.0,0.0,0.0,1.0,0.0,,2026-07-18T14:51:15
Profile baseline (tract),03.03_prediction_svm_tract.ipynb,census_tract,4h,17031282800,0.0,0.0,0.0,0.0,0.0,,2026-07-18T14:51:15
Profile baseline (tract),03.03_prediction_svm_tract.ipynb,census_tract,4h,17031283200,0.0,0.11,0.0,-0.0016,0.0,,2026-07-18T14:51:15
Profile baseline (tract),03.03_prediction_svm_tract.ipynb,census_tract,4h,17031283600,0.0,0.0,0.0,1.0,0.0,,2026-07-18T14:51:15
Profile baseline (tract),03.03_prediction_svm_tract.ipynb,census_tract,4h,17031280100,38.3234000272529,27.63,17.48,0.9045,0.0,,2026-07-18T14:51:15
Profile baseline (tract),03.03_prediction_svm_tract.ipynb,census_tract,4h,17031280600,0.0,0.0,0.0,1.0,0.0,,2026-07-18T14:51:15
Profile baseline (tract),03.03_prediction_svm_tract.ipynb,census_tract,4h,17031281800,0.0,14.93,9.36,-0.0998,0.0,,2026-07-18T14:51:15
Profile baseline (tract),03.03_prediction_svm_tract.ipynb,census_tract,4h,17031281900,124.96760878452034,62.45,40.08,0.9086,0.0,,2026-07-18T14:51:15
Profile baseline (tract),03.03_prediction_svm_tract.ipynb,census_tract,4h,17031062600,0.0,0.39,0.03,0.0191,0.0,,2026-07-18T14:51:15
Profile baseline (tract),03.03_prediction_svm_tract.ipynb,census_tract,4h,17031062700,0.0,1.65,0.19,-0.021,0.0,,2026-07-18T14:51:15
Profile baseline (tract),03.03_prediction_svm_tract.ipynb,census_tract,4h,17031080200,5.339664077122581,16.71,10.31,0.5205,0.0,,2026-07-18T14:51:15
Profile baseline (tract),03.03_prediction_svm_tract.ipynb,census_tract,4h,17031062800,0.0,2.85,0.52,0.0111,0.0,,2026-07-18T14:51:15
Profile baseline (tract),03.03_prediction_svm_tract.ipynb,census_tract,4h,17031062900,0.0,3.27,0.72,0.0336,0.0,,2026-07-18T14:51:15
Profile baseline (tract),03.03_prediction_svm_tract.ipynb,census_tract,4h,17031080700,0.0,0.0,0.0,1.0,0.0,,2026-07-18T14:51:15
Profile baseline (tract),03.03_prediction_svm_tract.ipynb,census_tract,4h,17031063100,0.0,5.82,1.81,0.0259,0.0,,2026-07-18T14:51:15
Profile baseline (tract),03.03_prediction_svm_tract.ipynb,census_tract,4h,17031070500,0.0,1.03,0.15,-0.0037,0.0,,2026-07-18T14:51:15
Profile baseline (tract),03.03_prediction_svm_tract.ipynb,census_tract,4h,17031070600,0.0,1.33,0.13,0.011,0.0,,2026-07-18T14:51:15
Profile baseline (tract),03.03_prediction_svm_tract.ipynb,census_tract,4h,17031071200,0.0,10.15,3.11,0.0203,0.0,,2026-07-18T14:51:15
Profile baseline (tract),03.03_prediction_svm_tract.ipynb,census_tract,4h,17031061000,0.0,9.66,3.94,-0.0433,0.0,,2026-07-18T14:51:15
Profile baseline (tract),03.03_prediction_svm_tract.ipynb,census_tract,4h,17031081500,106.79328154245161,43.0,30.35,0.8327,0.0,,2026-07-18T14:51:15
Profile baseline (tract),03.03_prediction_svm_tract.ipynb,census_tract,4h,17031061300,0.0,0.0,0.0,1.0,0.0,,2026-07-18T14:51:15
Profile baseline (tract),03.03_prediction_svm_tract.ipynb,census_tract,4h,17031071400,0.0,33.32,18.0,0.2019,0.0,,2026-07-18T14:51:15
Profile baseline (tract),03.03_prediction_svm_tract.ipynb,census_tract,4h,17031071500,9.762519854946504,44.33,26.66,0.2695,0.0,,2026-07-18T14:51:15
Profile baseline (tract),03.03_prediction_svm_tract.ipynb,census_tract,4h,17031080500,0.0,0.0,0.0,1.0,0.0,,2026-07-18T14:51:15
Profile baseline (tract),03.03_prediction_svm_tract.ipynb,census_tract,4h,17031060100,0.0,1.49,0.13,-0.0035,0.0,,2026-07-18T14:51:15
Profile baseline (tract),03.03_prediction_svm_tract.ipynb,census_tract,4h,17031060200,0.0,0.4,0.03,-0.0263,0.0,,2026-07-18T14:51:15
Profile baseline (tract),03.03_prediction_svm_tract.ipynb,census_tract,4h,17031060400,0.0,3.29,0.49,0.0118,0.0,,2026-07-18T14:51:15
Profile baseline (tract),03.03_prediction_svm_tract.ipynb,census_tract,4h,17031060500,0.0,1.44,0.15,-0.0135,0.0,,2026-07-18T14:51:15
Profile baseline (tract),03.03_prediction_svm_tract.ipynb,census_tract,4h,17031060600,0.0,0.0,0.0,1.0,0.0,,2026-07-18T14:51:15
Profile baseline (tract),03.03_prediction_svm_tract.ipynb,census_tract,4h,17031060800,0.0,18.66,9.12,0.2536,0.0,,2026-07-18T14:51:15
Profile baseline (tract),03.03_prediction_svm_tract.ipynb,census_tract,4h,17031031800,0.0,0.0,0.0,1.0,0.0,,2026-07-18T14:51:15
Profile baseline (tract),03.03_prediction_svm_tract.ipynb,census_tract,4h,17031282400,0.0,0.76,0.19,0.0094,0.0,,2026-07-18T14:51:15
Profile baseline (tract),03.03_prediction_svm_tract.ipynb,census_tract,4h,17031031000,0.0,1.05,0.13,-0.0246,0.0,,2026-07-18T14:51:15
Profile baseline (tract),03.03_prediction_svm_tract.ipynb,census_tract,4h,17031031100,0.0,6.12,1.57,0.0141,0.0,,2026-07-18T14:51:15
Profile baseline (tract),03.03_prediction_svm_tract.ipynb,census_tract,4h,17031031200,0.0,12.17,5.09,0.0586,0.0,,2026-07-18T14:51:15
Profile baseline (tract),03.03_prediction_svm_tract.ipynb,census_tract,4h,17031031400,0.0,33.34,17.15,0.5009,0.0,,2026-07-18T14:51:15
Profile baseline (tract),03.03_prediction_svm_tract.ipynb,census_tract,4h,17031031700,0.0,8.91,2.48,-0.0027,0.0,,2026-07-18T14:51:15
Profile baseline (tract),03.03_prediction_svm_tract.ipynb,census_tract,4h,17031031900,0.0,1.91,0.14,-0.0064,0.0,,2026-07-18T14:51:15
Profile baseline (tract),03.03_prediction_svm_tract.ipynb,census_tract,4h,17031032100,0.0,23.25,11.4,0.2862,0.0,,2026-07-18T14:51:15
Profile baseline (tract),03.03_prediction_svm_tract.ipynb,census_tract,4h,17031561300,0.0,0.0,0.0,1.0,0.0,,2026-07-18T14:51:15
Profile baseline (tract),03.03_prediction_svm_tract.ipynb,census_tract,4h,17031320300,93.09128998421242,66.85,39.68,0.9038,0.0,,2026-07-18T14:51:15
Profile baseline (tract),03.03_prediction_svm_tract.ipynb,census_tract,4h,17031760800,0.0,0.29,0.06,-0.0058,0.0,,2026-07-18T14:51:15
Profile baseline (tract),03.03_prediction_svm_tract.ipynb,census_tract,4h,17031760900,500.1786799375101,244.8,175.47,0.6294,0.0,,2026-07-18T14:51:15
Profile baseline (tract),03.03_prediction_svm_tract.ipynb,census_tract,4h,17031590700,0.0,0.0,0.0,1.0,0.0,,2026-07-18T14:51:15
Profile baseline (tract),03.03_prediction_svm_tract.ipynb,census_tract,4h,17031770600,0.0,0.1,0.01,-0.0488,0.0,,2026-07-18T14:51:15
Profile baseline (tract),03.03_prediction_svm_tract.ipynb,census_tract,4h,17031770900,0.0,0.0,0.0,1.0,0.0,,2026-07-18T14:51:15
Profile baseline (tract),03.03_prediction_svm_tract.ipynb,census_tract,4h,17031320200,0.0,0.0,0.0,1.0,0.0,,2026-07-18T14:51:15
Profile baseline (tract),03.03_prediction_svm_tract.ipynb,census_tract,4h,17031282300,0.0,0.0,0.0,1.0,0.0,,2026-07-18T14:51:15
Profile baseline (tract),03.03_prediction_svm_tract.ipynb,census_tract,4h,17031280300,8.331173918968023,34.26,22.35,0.2121,0.0,,2026-07-18T14:51:15
Profile baseline (tract),03.03_prediction_svm_tract.ipynb,census_tract,4h,17031283100,0.0,0.41,0.05,-0.0114,0.0,,2026-07-18T14:51:15
Profile baseline (tract),03.03_prediction_svm_tract.ipynb,census_tract,4h,17031280700,0.0,0.0,0.0,1.0,0.0,,2026-07-18T14:51:15
Profile baseline (tract),03.03_prediction_svm_tract.ipynb,census_tract,4h,17031282000,0.0,0.0,0.0,1.0,0.0,,2026-07-18T14:51:15
Profile baseline (tract),03.03_prediction_svm_tract.ipynb,census_tract,4h,17031081100,5.339664077122581,12.43,8.35,0.394,0.0,,2026-07-18T14:51:15
Profile baseline (tract),03.03_prediction_svm_tract.ipynb,census_tract,4h,17031080100,10.679328154245162,19.5,12.07,0.6582,0.0,,2026-07-18T14:51:15
Profile baseline (tract),03.03_prediction_svm_tract.ipynb,census_tract,4h,17031061200,0.0,2.8,0.48,-0.0019,0.0,,2026-07-18T14:51:15
Profile baseline (tract),03.03_prediction_svm_tract.ipynb,census_tract,4h,17031062400,0.0,0.41,0.05,-0.0735,0.0,,2026-07-18T14:51:15
Profile baseline (tract),03.03_prediction_svm_tract.ipynb,census_tract,4h,17031031300,0.0,18.79,9.04,0.2086,0.0,,2026-07-18T14:51:15
Profile baseline (tract),03.03_prediction_svm_tract.ipynb,census_tract,4h,17031282600,0.0,0.0,0.0,1.0,0.0,,2026-07-18T14:51:15
Profile baseline (tract),03.03_prediction_svm_tract.ipynb,census_tract,4h,17031282900,0.0,6.67,3.11,0.6253,0.0,,2026-07-18T14:51:15
Profile baseline (tract),03.03_prediction_svm_tract.ipynb,census_tract,4h,17031411300,0.0,0.0,0.0,1.0,0.0,,2026-07-18T14:51:15
Profile baseline (tract),03.03_prediction_svm_tract.ipynb,census_tract,4h,17031320100,133.99503861363908,54.76,36.32,0.8739,0.0,,2026-07-18T14:51:15
Profile baseline (tract),03.03_prediction_svm_tract.ipynb,census_tract,4h,17031281000,0.0,0.0,0.0,1.0,0.0,,2026-07-18T14:51:15
Profile baseline (tract),03.03_prediction_svm_tract.ipynb,census_tract,4h,17031062200,0.0,6.78,1.68,-0.0031,0.0,,2026-07-18T14:51:15
Profile baseline (tract),03.03_prediction_svm_tract.ipynb,census_tract,4h,17031284100,0.0,0.83,0.27,0.043,0.0,,2026-07-18T14:51:15
Profile baseline (tract),03.03_prediction_svm_tract.ipynb,census_tract,4h,17031081600,12.459216179952689,17.5,12.03,0.4088,0.0,,2026-07-18T14:51:15
